2022-01-01T00:00:00+00:00,14.39,19.45,27.130000000000003
2022-01-02T00:00:00+00:00,11.53,42.16,25.82
2022-01-03T00:00:00+00:00,13.36,42.879999999999995,29.88
2022-01-04T00:00:00+00:00,16.46,47.89,33.88
2022-01-05T00:00:00+00:00,52.3,34.26,76.46
2022-01-06T00:00:00+00:00,25.45,26.07,38.97
2022-01-07T00:00:00+00:00,25.53,15.07,35.3
2022-01-08T00:00:00+00:00,20.33,16.16,31.349999999999998
2022-01-09T00:00:00+00:00,35.66,31.55,56.51
2022-01-10T00:00:00+00:00,37.9,45.43,68.07
2022-01-11T00:00:00+00:00,32.46,42.540000000000006,69.02000000000001
2022-01-12T00:00:00+00:00,23.05,36.46,36.17
2022-01-13T00:00:00+00:00,36.11,39.83,57.95
2022-01-14T00:00:00+00:00,8.57,42.010000000000005,25.26
2022-01-15T00:00:00+00:00,28.34,48.78,45.120000000000005
2022-01-16T00:00:00+00:00,43.13,56.02,81.97
2022-01-17T00:00:00+00:00,38.51,47.910000000000004,53.15
2022-01-18T00:00:00+00:00,44.33,45.93,84.18
2022-01-19T00:00:00+00:00,44.32,43.79,58.41
2022-01-20T00:00:00+00:00,25.92,25.67,38.28
2022-01-21T00:00:00+00:00,13.45,35.78,31.29
2022-01-22T00:00:00+00:00,16.29,35.83,31.11
2022-01-23T00:00:00+00:00,18.14,40.32,37.41
2022-01-24T00:00:00+00:00,19.8,45.14,33.760000000000005
2022-01-25T00:00:00+00:00,21.39,39.989999999999995,34.8
2022-01-26T00:00:00+00:00,32.15,13.22,41.129999999999995
2022-01-27T00:00:00+00:00,12.87,31.119999999999997,27.4
2022-01-28T00:00:00+00:00,16.57,35.71,32.03
2022-01-29T00:00:00+00:00,20.89,41.769999999999996,42.79
2022-01-30T00:00:00+00:00,31.97,42.260000000000005,51.57
2022-01-31T00:00:00+00:00,44.32,45.83,80.8
2022-02-01T00:00:00+00:00,40.6,53.209999999999994,77.75
2022-02-02T00:00:00+00:00,47.72,7.91,54.0
2022-02-03T00:00:00+00:00,19.62,21.13,29.130000000000003
2022-02-04T00:00:00+00:00,9.32,40.03,22.59
2022-02-05T00:00:00+00:00,15.07,41.62,28.630000000000003
2022-02-06T00:00:00+00:00,11.89,38.42,24.19
2022-02-07T00:00:00+00:00,16.26,41.51,27.18
2022-02-08T00:00:00+00:00,11.42,46.8,24.04
2022-02-09T00:00:00+00:00,13.7,50.69,26.81
2022-02-10T00:00:00+00:00,31.01,52.980000000000004,44.18
2022-02-11T00:00:00+00:00,23.18,41.589999999999996,36.69
2022-02-12T00:00:00+00:00,13.47,39.44,24.880000000000003
2022-02-13T00:00:00+00:00,12.31,45.25,26.55
2022-02-14T00:00:00+00:00,17.31,28.32,27.38
2022-02-15T00:00:00+00:00,11.42,25.310000000000002,21.41
2022-02-16T00:00:00+00:00,14.09,33.17,25.04
2022-02-17T00:00:00+00:00,15.03,45.06999999999999,27.689999999999998
2022-02-18T00:00:00+00:00,21.32,49.599999999999994,35.480000000000004
2022-02-19T00:00:00+00:00,28.66,36.44,45.43
2022-02-20T00:00:00+00:00,22.4,32.6,40.0
2022-02-21T00:00:00+00:00,20.3,37.2,33.43
2022-02-22T00:00:00+00:00,20.78,31.57,40.08
2022-02-23T00:00:00+00:00,23.68,32.97,36.17
2022-02-24T00:00:00+00:00,18.74,24.57,29.939999999999998
2022-02-25T00:00:00+00:00,17.88,2.36,20.189999999999998
2022-02-26T00:00:00+00:00,26.33,4.58,30.68
2022-02-27T00:00:00+00:00,38.68,0.57,39.25
2022-02-28T00:00:00+00:00,12.59,36.85,22.14
2022-03-01T00:00:00+00:00,13.82,40.79,24.130000000000003
2022-03-02T00:00:00+00:00,22.06,40.45,36.91
2022-03-03T00:00:00+00:00,17.89,22.45,27.15
2022-03-04T00:00:00+00:00,18.2,29.84,30.75
2022-03-05T00:00:00+00:00,19.94,45.12,33.230000000000004
2022-03-06T00:00:00+00:00,35.6,31.89,47.86
2022-03-07T00:00:00+00:00,20.16,46.63,32.51
2022-03-08T00:00:00+00:00,32.4,45.879999999999995,54.08
2022-03-09T00:00:00+00:00,26.68,38.269999999999996,43.95
2022-03-10T00:00:00+00:00,18.93,15.739999999999998,27.53
2022-03-11T00:00:00+00:00,12.76,20.990000000000002,23.2
2022-03-12T00:00:00+00:00,21.62,34.74,33.65
2022-03-13T00:00:00+00:00,13.3,39.3,24.69
2022-03-14T00:00:00+00:00,14.56,35.35,23.450000000000003
2022-03-15T00:00:00+00:00,15.62,31.23,25.21
2022-03-16T00:00:00+00:00,17.46,33.6,26.61
2022-03-17T00:00:00+00:00,23.7,36.86,33.67
2022-03-18T00:00:00+00:00,13.96,30.080000000000002,23.17
2022-03-19T00:00:00+00:00,17.53,35.67,32.34
2022-03-20T00:00:00+00:00,24.66,41.92,37.99
2022-03-21T00:00:00+00:00,14.47,46.15,25.84
2022-03-22T00:00:00+00:00,17.77,42.69,27.799999999999997
2022-03-23T00:00:00+00:00,26.56,45.67,41.01
2022-03-24T00:00:00+00:00,18.49,41.8,37.31999999999999
2022-03-25T00:00:00+00:00,15.49,38.33,27.4
2022-03-26T00:00:00+00:00,18.81,24.93,26.97
